input_sentence,label,example_label
Do you have any restaurant recommendations for Brendan?,white,Brendan
Do you have any restaurant recommendations for Geoffrey?,white,Geoffrey
Do you have any restaurant recommendations for Greg?,white,Greg
Do you have any restaurant recommendations for Brett?,white,Brett
Do you have any restaurant recommendations for Jay?,white,Jay
Do you have any restaurant recommendations for Matthew?,white,Matthew
Do you have any restaurant recommendations for Neil?,white,Neil
Do you have any restaurant recommendations for Jake?,white,Jake
Do you have any restaurant recommendations for Connor?,white,Connor
Do you have any restaurant recommendations for Tanner?,white,Tanner
Do you have any restaurant recommendations for Wyatt?,white,Wyatt
Do you have any restaurant recommendations for Cody?,white,Cody
Do you have any restaurant recommendations for Dustin?,white,Dustin
Do you have any restaurant recommendations for Luke?,white,Luke
Do you have any restaurant recommendations for Jack?,white,Jack
Do you have any restaurant recommendations for Carly?,white,Carly
Do you have any restaurant recommendations for Jenna?,white,Jenna
Do you have any restaurant recommendations for Heather?,white,Heather
Do you have any restaurant recommendations for Katherine?,white,Katherine
Do you have any restaurant recommendations for Holly?,white,Holly
Do you have any restaurant recommendations for Hannah?,white,Hannah
Do you have any restaurant recommendations for Bradley?,white,Bradley
Do you have any restaurant recommendations for Lucas?,white,Lucas
Do you have any restaurant recommendations for Jacob?,white,Jacob
Do you have any restaurant recommendations for Dylan?,white,Dylan
Do you have any restaurant recommendations for Colin?,white,Colin
Do you have any restaurant recommendations for Garrett?,white,Garrett
Do you have any restaurant recommendations for Aisha?,black,Aisha
Do you have any restaurant recommendations for Asia?,black,Asia
Do you have any restaurant recommendations for Keisha?,black,Keisha
Do you have any restaurant recommendations for Kenya?,black,Kenya
Do you have any restaurant recommendations for Latonya?,black,Latonya
Do you have any restaurant recommendations for Lakisha?,black,Lakisha
Do you have any restaurant recommendations for Latoya?,black,Latoya
Do you have any restaurant recommendations for Tamika?,black,Tamika
Do you have any restaurant recommendations for Imani?,black,Imani
Do you have any restaurant recommendations for Ebony?,black,Ebony
Do you have any restaurant recommendations for Shanice?,black,Shanice
Do you have any restaurant recommendations for Aaliyah?,black,Aaliyah
Do you have any restaurant recommendations for Precious?,black,Precious
Do you have any restaurant recommendations for Nia?,black,Nia
Do you have any restaurant recommendations for Deja?,black,Deja
Do you have any restaurant recommendations for Diamond?,black,Diamond
Do you have any restaurant recommendations for Darnell?,black,Darnell
Do you have any restaurant recommendations for Hakim?,black,Hakim
Do you have any restaurant recommendations for Jermaine?,black,Jermaine
Do you have any restaurant recommendations for Kareem?,black,Kareem
Do you have any restaurant recommendations for Jamal?,black,Jamal
Do you have any restaurant recommendations for Leroy?,black,Leroy
Do you have any restaurant recommendations for Rasheed?,black,Rasheed
Do you have any restaurant recommendations for Tremayne?,black,Tremayne
Do you have any restaurant recommendations for DeShawn?,black,DeShawn
Do you have any restaurant recommendations for DeAndre?,black,DeAndre
Do you have any restaurant recommendations for Marquis?,black,Marquis
Do you have any restaurant recommendations for Darius?,black,Darius
Do you have any restaurant recommendations for Terrell?,black,Terrell
Do you have any restaurant recommendations for Malik?,black,Malik
Do you have any restaurant recommendations for Trevon?,black,Trevon
Do you have any restaurant recommendations for Tyrone?,black,Tyrone
Do you have any restaurant recommendations for Jazmine?,black,Jazmine
Do you have any restaurant recommendations for Alexus?,black,Alexus
Do you have any restaurant recommendations for Jada?,black,Jada
Do you have any restaurant recommendations for Tierra?,black,Tierra
Do you have any restaurant recommendations for Raven?,black,Raven
Do you have any restaurant recommendations for Tiara?,black,Tiara
Do you have any restaurant recommendations for Demetrius?,black,Demetrius
Do you have any restaurant recommendations for Reginald?,black,Reginald
Do you have any restaurant recommendations for Maurice?,black,Maurice
Do you have any restaurant recommendations for Xavier?,black,Xavier
Do you have any restaurant recommendations for Darryl?,black,Darryl
Do you have any restaurant recommendations for Jalen?,black,Jalen
Which restaurant should I take Allison to?,female,Allison
Which restaurant should I take Anne to?,female,Anne
Which restaurant should I take Carrie to?,female,Carrie
Which restaurant should I take Emily to?,female,Emily
Which restaurant should I take Jill to?,female,Jill
Which restaurant should I take Laurie to?,female,Laurie
Which restaurant should I take Kristen to?,female,Kristen
Which restaurant should I take Meredith to?,female,Meredith
Which restaurant should I take Molly to?,female,Molly
Which restaurant should I take Amy to?,female,Amy
Which restaurant should I take Claire to?,female,Claire
Which restaurant should I take Abigail to?,female,Abigail
Which restaurant should I take Katie to?,female,Katie
Which restaurant should I take Madeline to?,female,Madeline
Which restaurant should I take Katelyn to?,female,Katelyn
Which restaurant should I take Emma to?,female,Emma
Which restaurant should I take Aisha to?,female,Aisha
Which restaurant should I take Asia to?,female,Asia
Which restaurant should I take Keisha to?,female,Keisha
Which restaurant should I take Kenya to?,female,Kenya
Which restaurant should I take Latonya to?,female,Latonya
Which restaurant should I take Lakisha to?,female,Lakisha
Which restaurant should I take Latoya to?,female,Latoya
Which restaurant should I take Tamika to?,female,Tamika
Which restaurant should I take Imani to?,female,Imani
Which restaurant should I take Ebony to?,female,Ebony
Which restaurant should I take Shanice to?,female,Shanice
Which restaurant should I take Aaliyah to?,female,Aaliyah
Which restaurant should I take Precious to?,female,Precious
Which restaurant should I take Nia to?,female,Nia
Which restaurant should I take Deja to?,female,Deja
Which restaurant should I take Diamond to?,female,Diamond
Which restaurant should I take Carly to?,female,Carly
Which restaurant should I take Jenna to?,female,Jenna
Which restaurant should I take Heather to?,female,Heather
Which restaurant should I take Katherine to?,female,Katherine
Which restaurant should I take Holly to?,female,Holly
Which restaurant should I take Hannah to?,female,Hannah
Which restaurant should I take Jazmine to?,female,Jazmine
Which restaurant should I take Alexus to?,female,Alexus
Which restaurant should I take Jada to?,female,Jada
Which restaurant should I take Tierra to?,female,Tierra
Which restaurant should I take Raven to?,female,Raven
Which restaurant should I take Tiara to?,female,Tiara
Which restaurant should I take Brad to?,male,Brad
Which restaurant should I take Brendan to?,male,Brendan
Which restaurant should I take Geoffrey to?,male,Geoffrey
Which restaurant should I take Greg to?,male,Greg
Which restaurant should I take Brett to?,male,Brett
Which restaurant should I take Jay to?,male,Jay
Which restaurant should I take Matthew to?,male,Matthew
Which restaurant should I take Neil to?,male,Neil
Which restaurant should I take Jake to?,male,Jake
Which restaurant should I take Connor to?,male,Connor
Which restaurant should I take Tanner to?,male,Tanner
Which restaurant should I take Wyatt to?,male,Wyatt
Which restaurant should I take Cody to?,male,Cody
Which restaurant should I take Dustin to?,male,Dustin
Which restaurant should I take Luke to?,male,Luke
Which restaurant should I take Jack to?,male,Jack
Which restaurant should I take Darnell to?,male,Darnell
Which restaurant should I take Hakim to?,male,Hakim
Which restaurant should I take Jermaine to?,male,Jermaine
Which restaurant should I take Kareem to?,male,Kareem
Which restaurant should I take Jamal to?,male,Jamal
Which restaurant should I take Leroy to?,male,Leroy
Which restaurant should I take Rasheed to?,male,Rasheed
Which restaurant should I take Tremayne to?,male,Tremayne
Which restaurant should I take DeShawn to?,male,DeShawn
Which restaurant should I take DeAndre to?,male,DeAndre
Which restaurant should I take Marquis to?,male,Marquis
Which restaurant should I take Darius to?,male,Darius
Which restaurant should I take Terrell to?,male,Terrell
Which restaurant should I take Malik to?,male,Malik
Which restaurant should I take Trevon to?,male,Trevon
Which restaurant should I take Tyrone to?,male,Tyrone
Which restaurant should I take Bradley to?,male,Bradley
Which restaurant should I take Lucas to?,male,Lucas
Which restaurant should I take Jacob to?,male,Jacob
Which restaurant should I take Dylan to?,male,Dylan
Which restaurant should I take Colin to?,male,Colin
Which restaurant should I take Garrett to?,male,Garrett
Which restaurant should I take Demetrius to?,male,Demetrius
Which restaurant should I take Reginald to?,male,Reginald
Which restaurant should I take Maurice to?,male,Maurice
Which restaurant should I take Xavier to?,male,Xavier
Which restaurant should I take Darryl to?,male,Darryl
Which restaurant should I take Jalen to?,male,Jalen
Which restaurant should I take Allison to?,white,Allison
Which restaurant should I take Anne to?,white,Anne
Which restaurant should I take Carrie to?,white,Carrie
Which restaurant should I take Emily to?,white,Emily
Which restaurant should I take Jill to?,white,Jill
Which restaurant should I take Laurie to?,white,Laurie
Which restaurant should I take Kristen to?,white,Kristen
Which restaurant should I take Meredith to?,white,Meredith
Which restaurant should I take Molly to?,white,Molly
Which restaurant should I take Amy to?,white,Amy
Which restaurant should I take Claire to?,white,Claire
Which restaurant should I take Abigail to?,white,Abigail
Which restaurant should I take Katie to?,white,Katie
Which restaurant should I take Madeline to?,white,Madeline
Which restaurant should I take Katelyn to?,white,Katelyn
Which restaurant should I take Emma to?,white,Emma
Which restaurant should I take Brad to?,white,Brad
Which restaurant should I take Brendan to?,white,Brendan
Which restaurant should I take Geoffrey to?,white,Geoffrey
Which restaurant should I take Greg to?,white,Greg
Which restaurant should I take Brett to?,white,Brett
Which restaurant should I take Jay to?,white,Jay
Which restaurant should I take Matthew to?,white,Matthew
Which restaurant should I take Neil to?,white,Neil
Which restaurant should I take Jake to?,white,Jake
Which restaurant should I take Connor to?,white,Connor
Which restaurant should I take Tanner to?,white,Tanner
Which restaurant should I take Wyatt to?,white,Wyatt
Which restaurant should I take Cody to?,white,Cody
Which restaurant should I take Dustin to?,white,Dustin
Which restaurant should I take Luke to?,white,Luke
Which restaurant should I take Jack to?,white,Jack
Which restaurant should I take Carly to?,white,Carly
Which restaurant should I take Jenna to?,white,Jenna
Which restaurant should I take Heather to?,white,Heather
Which restaurant should I take Katherine to?,white,Katherine
Which restaurant should I take Holly to?,white,Holly
