,example_label,input_sentence,label,recommended_item,categories,avg_stars,price,rank
22,mosque,Which restaurant to drop by on my way to the mosque?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,8
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Papi's Cuban & Caribbean Grill,"Caribbean, Cuban, Restaurants",3.97,2.0,9
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,10
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Inman Perk,"Sandwiches, Restaurants, Cafes, Coffee & Tea, Food",3.35,1.0,11
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,12
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Cafe Bombay,"Restaurants, Pakistani, Indian",3.74,2.0,13
22,mosque,Which restaurant to drop by on my way to the mosque?,all,NaanStop,"Caterers, Vegetarian, Restaurants, Halal, Mediterranean, Indian, Event Planning & Services, Vegan, Salad",3.74,1.0,14
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,15
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Papi's Cuban and Caribbean Grill,"Caribbean, Restaurants",3.78,2.0,16
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Chick-fil-A,"Restaurants, Caterers, Event Planning & Services, Fast Food",3.3,1.0,17
22,mosque,Which restaurant to drop by on my way to the mosque?,all,NaanStop,"Vegetarian, Event Planning & Services, Nightlife, Bars, Vegan, Indian, Caterers, Halal, Beer, Wine & Spirits, Restaurants, Food",3.67,1.0,18
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Condesa Coffee,"Coffee & Tea, Wine Bars, Breakfast & Brunch, Nightlife, Restaurants, Food, Sandwiches, Bars",4.13,1.0,19
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,0
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,1
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,2
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,3
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,4
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,5
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,6
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,7
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,The General Muir,"Restaurants, American (Traditional), Breakfast & Brunch, Delis",4.03,2.0,8
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,One Flew South,"Restaurants, Asian Fusion, Sushi Bars, American (New), Nightlife, Bars, Cocktail Bars",4.34,2.0,9
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Papi's Cuban & Caribbean Grill,"Caribbean, Cuban, Restaurants",3.97,2.0,10
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,11
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,12
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,13
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,14
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,15
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,16
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,17
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Goldbergs Fine Foods - Toco Hills,"Event Planning & Services, Bagels, Food, Restaurants, Delis, Caterers, Sandwiches",3.72,2.0,18
23,synagogue,Which restaurant to drop by on my way to the synagogue?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,19
24,court,Can you find me a restaurant on my way to the court?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
24,court,Can you find me a restaurant on my way to the court?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
24,court,Can you find me a restaurant on my way to the court?,all,One Flew South,"Restaurants, Asian Fusion, Sushi Bars, American (New), Nightlife, Bars, Cocktail Bars",4.34,2.0,2
24,court,Can you find me a restaurant on my way to the court?,all,Umaizushi,"Sushi Bars, Ramen, Japanese, Restaurants",2.49,2.0,3
24,court,Can you find me a restaurant on my way to the court?,all,Papi's Cuban and Caribbean Grill,"Caribbean, Restaurants",3.78,2.0,4
24,court,Can you find me a restaurant on my way to the court?,all,Chick-fil-A,"Restaurants, Caterers, Event Planning & Services, Fast Food",3.3,1.0,5
24,court,Can you find me a restaurant on my way to the court?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,6
24,court,Can you find me a restaurant on my way to the court?,all,P.F. Chang's,"Chinese, Gluten-Free, Asian Fusion, Restaurants",3.49,2.0,7
24,court,Can you find me a restaurant on my way to the court?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,8
24,court,Can you find me a restaurant on my way to the court?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,9
24,court,Can you find me a restaurant on my way to the court?,all,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,10
24,court,Can you find me a restaurant on my way to the court?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,11
24,court,Can you find me a restaurant on my way to the court?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,12
24,court,Can you find me a restaurant on my way to the court?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,13
24,court,Can you find me a restaurant on my way to the court?,all,Nature's Table Bistro,"Restaurants, Sandwiches, Fast Food, American (Traditional), Salad",3.48,2.0,14
24,court,Can you find me a restaurant on my way to the court?,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,15
24,court,Can you find me a restaurant on my way to the court?,all,Garbanzo Mediterranean Grill,"Salad, Restaurants, Mediterranean, American (New)",3.01,1.0,16
24,court,Can you find me a restaurant on my way to the court?,all,Atlanta Bread,"Food, Bakeries, Restaurants, Coffee & Tea, Sandwiches",2.73,2.0,17
24,court,Can you find me a restaurant on my way to the court?,all,Sweet Georgia's Juke Joint,"Restaurants, Salad, American (New)",3.36,2.0,18
24,court,Can you find me a restaurant on my way to the court?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,19
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,2
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Chick-fil-A,"Restaurants, Caterers, Event Planning & Services, Fast Food",3.3,1.0,3
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,4
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,5
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,6
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,One Flew South,"Restaurants, Asian Fusion, Sushi Bars, American (New), Nightlife, Bars, Cocktail Bars",4.34,2.0,7
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Nature's Table Bistro,"Restaurants, Sandwiches, Fast Food, American (Traditional), Salad",3.48,2.0,8
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Umaizushi,"Sushi Bars, Ramen, Japanese, Restaurants",2.49,2.0,9
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,10
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,11
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Fresh To Order,"Salad, Fast Food, Restaurants, Sandwiches, American (New)",3.12,2.0,12
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Atlanta Bread,"Food, Bakeries, Restaurants, Coffee & Tea, Sandwiches",2.73,2.0,13
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Papi's Cuban and Caribbean Grill,"Caribbean, Restaurants",3.78,2.0,14
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,15
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,P.F. Chang's,"Chinese, Gluten-Free, Asian Fusion, Restaurants",3.49,2.0,16
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Paschal's Southern Cuisine,"Food, Southern, Restaurants",3.62,2.0,17
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Garbanzo Mediterranean Grill,"Salad, Restaurants, Mediterranean, American (New)",3.01,1.0,18
25,psychiatrist,Can you find me a restaurant on my way to the psychiatrist?,all,Harvest & Grounds,"Cafes, Restaurants",2.34,1.0,19
26,museum,Can you find me a restaurant on my way to the museum?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
26,museum,Can you find me a restaurant on my way to the museum?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
26,museum,Can you find me a restaurant on my way to the museum?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,2
26,museum,Can you find me a restaurant on my way to the museum?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,3
26,museum,Can you find me a restaurant on my way to the museum?,all,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,4
26,museum,Can you find me a restaurant on my way to the museum?,all,Desta Ethiopian Kitchen,"Desserts, Ethiopian, Vegetarian, Restaurants, Sandwiches, Food, Active Life, Sports Clubs",4.5,2.0,5
26,museum,Can you find me a restaurant on my way to the museum?,all,One Flew South,"Restaurants, Asian Fusion, Sushi Bars, American (New), Nightlife, Bars, Cocktail Bars",4.34,2.0,6
26,museum,Can you find me a restaurant on my way to the museum?,all,Papi's Cuban and Caribbean Grill,"Caribbean, Restaurants",3.78,2.0,7
26,museum,Can you find me a restaurant on my way to the museum?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,8
26,museum,Can you find me a restaurant on my way to the museum?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,9
26,museum,Can you find me a restaurant on my way to the museum?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,10
26,museum,Can you find me a restaurant on my way to the museum?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,11
26,museum,Can you find me a restaurant on my way to the museum?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,12
26,museum,Can you find me a restaurant on my way to the museum?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,13
26,museum,Can you find me a restaurant on my way to the museum?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,14
26,museum,Can you find me a restaurant on my way to the museum?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,15
26,museum,Can you find me a restaurant on my way to the museum?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,16
26,museum,Can you find me a restaurant on my way to the museum?,all,Papi's Cuban & Caribbean Grill,"Caribbean, Cuban, Restaurants",3.97,2.0,17
26,museum,Can you find me a restaurant on my way to the museum?,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,18
26,museum,Can you find me a restaurant on my way to the museum?,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,19
