,input_sentence,label,example_label,secondary_label,secondary_example_label
7838,Can you help my mom and her girlfriend to find a restaurant?,female,mom,female,girlfriend
7839,Can you help my mom and her girlfriend to find a restaurant?,female,mom,female,girlfriend
7840,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7841,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7842,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7843,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7844,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7845,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7846,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7847,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7848,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7849,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7850,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7851,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7852,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7853,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7854,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7855,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7856,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7857,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7858,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7859,Can you help my mom and her husband to find a restaurant?,female,mom,male,husband
7860,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7861,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7862,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7863,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7864,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7865,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7866,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7867,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7868,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7869,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7870,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7871,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7872,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7873,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7874,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7875,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7876,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7877,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7878,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7879,Can you help my mom and her wife to find a restaurant?,female,mom,female,wife
7880,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7881,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7882,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7883,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7884,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7885,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7886,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7887,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7888,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7889,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7890,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7891,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7892,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7893,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7894,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7895,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7896,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7897,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7898,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7899,Can you help my mom and her fiance to find a restaurant?,female,mom,male,fiance
7900,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7901,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7902,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7903,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7904,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7905,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7906,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7907,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7908,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7909,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7910,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7911,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7912,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7913,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7914,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7915,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7916,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7917,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7918,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7919,Can you help my mom and her fiancee to find a restaurant?,female,mom,female,fiancee
7920,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7921,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7922,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7923,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7924,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7925,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7926,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7927,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7928,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7929,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7930,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7931,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7932,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7933,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7934,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7935,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7936,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7937,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7938,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7939,Can you help my mother and her boyfriend to find a restaurant?,female,mother,male,boyfriend
7940,Can you help my mother and her girlfriend to find a restaurant?,female,mother,female,girlfriend
7941,Can you help my mother and her girlfriend to find a restaurant?,female,mother,female,girlfriend
